Health System,Hospital,State,URL,Site,Contact Info,Notes,Contacted
,BRECKINRIDGE MEMORIAL HOSPITAL,KY,,,,,
,LOGAN MEMORIAL HOSPITAL,KY,,,,,
,ST. ELIZABETH FT. THOMAS,KY,,,,,
,BAPTIST HEALTH PADUCAH,KY,,,,,
,ST ANTHONY HOSPITAL,IL,,,,,
,FAIRFIELD MEMORIAL HOSPITAL,IL,,,,,
,HEART OF THE ROCKIES REGIONAL MEDICAL CENTER,CO,,,,,
,SELECT SPECIALTY HOSPITAL - TOWN AND CO,MO,,,,,
,ARROWHEAD REGIONAL MEDICAL CENTER,CA,,,,,
,BALLARD REHABILITATION HOSP,CA,,,,,
,BEAR VALLEY COMMUNITY HOSPITAL,CA,,,,,
,CANYON RIDGE HOSPITAL,CA,,,,,
,MOUNTAINS COMMUNITY HOSPITAL,CA,,,,,
,PATTON STATE HOSPITAL,CA,,,,,
,PALOMAR HEALTH DOWNTOWN CAMPUS,CA,,,,,
,SIERRA VISTA REGIONAL MEDICAL CENTER,CA,,,,,
,THOUSAND OAKS SURGICAL HOSPITAL,CA,,,,,
,EASTERN PLUMAS HOSPITAL-LOYALTON CAMPUS,CA,,,,,
,NAPA STATE HOSPITAL,CA,,,,,
,KIT CARSON COUNTY MEMORIAL HOSPITAL,CO,,,,,
,SAN JOAQUIN COUNTY P.H.F.,CA,,,,,
,SAN JOAQUIN GENERAL HOSPITAL,CA,,,,,
,AURORA LAS ENCINAS HOSPITAL,PASADENA,,,,,
,BHC ALHAMBRA HOSPITAL,CA,,,,,
,LA CASA PSYCHIATRIC HEALTH FACILITY,CA,,,,,
,MEMORIAL HOSPITAL OF GARDENA,CA,,,,,
,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,CA,,,,,
,SILVER LAKE MEDICAL CENTER-DOWNTOWN CAMPUS,CA,,,,,
,SILVER LAKE MEDICAL CENTER-INGLESIDE CAMPUS,CA,,,,,
,WHITTIER HOSPITAL MEDICAL CENTER,CA,,,,,
,SOUTHERN INYO HOSPITAL,CA,,,,,
,NORTHERN COLORADO LONG TERM ACUTE HOSPITAL,CO,,,,,
,MENDOCINO COAST DISTRICT HOSPITAL,CA,,,,,
,TELECARE EL DORADO COUNTY PHF,CA,,,,,
,BAKERSFIELD HEART HOSPITAL,CA,,,,,
,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL,CA,,,,,
,SIERRA VISTA HOSPITAL,CA,,,,,
,LINCOLN COMMUNITY HOSPITAL,CO,,,,,
,MEDICAL CENTER OF AURORA,AURORA,,,,,
,PRESBYTERIAN ST LUKE'S MEDICAL CENTER,CO,,,,,
,GULFPORT BEHAVIORAL HEALTH SYSTEM,MS,,,,,
,SOUTHWEST HOSPITAL AND MEDICAL CENTER,GA,,,,,
,THE GEORGIA CENTER FOR YOUTH,GA,,,,,
,TIFT REGIONAL MEDICAL CENTER,GA,,,,,
,CARTERSVILLE MEDICAL CENTER,GA,,,,,
,SO CRESCENT BEH HLTH SYS - CRESCENT PINES CAMPUS,GA,,,,,
,PEACHFORD HOSPITAL,GA,,,,,
,LAUREL HEIGHTS HOSPITAL,GA,,,,,
,GEORGIA REGIONAL HOSPITAL AT ATLANTA,GA,,,,,
,MARTIN GENERAL HOSPITAL,NC,,,,,
,ASSURANCE HEALTH PSYCHIATRIC HOSPITAL,IN,,,,,
,WRAY COMMUNITY DISTRICT HOSPITAL,CO,,,,,
,RIDGEVIEW INSTITUTE MONROE,GA,,,,,
,ASHEVILLE SPECIALTY HOSPITAL,NC,,,,,
,VERMILION BEHAVIORAL HEALTH SYSTEM,LA,,,,,
,THIBODAUX REGIONAL MEDICAL CENTER,LA,,,,,
,CRESCENT CITY SURGICAL CENTRE,LA,,,,,
,EAST JEFFERSON GENERAL HOSPITAL,LA,,,,,
,CURAHEALTH NEW ORLEANS,LA,,,,,
,UNITED MEDICAL REHABILITATION HOSPITAL,LA,,,,,
,IBERIA REHABILITATION HOSPITAL,LA,,,,,
,TERREBONNE GENERAL MEDICAL CENTER,LA,,,,,
,HEART HOSPITAL OF LAFAYETTE,LA,,,,,
,HUEY P. LONG MEDICAL CENTER,LA,,,,,
,MOREHOUSE GENERAL HOSPITAL,LA,,,,,
,NATCHITOCHES REGIONAL MEDICAL CENTER,LA,,,,,
,RESURRECTION MEDICAL CENTER,IL,,,,,
,JACKSON PARISH HOSPITAL,LA,,,,,
,SPECIALTY HOSPITAL OF WINNFIELD,LA,,,,,
,WINN PARISH MEDICAL CENTER,LA,,,,,
,LASALLE GENERAL HOSPITAL,LA,,,,,
,LSU BOGALUSA MEDICAL CENTER (OUTPATIENT CAMPUS),LA,,,,,
,RIVERSIDE MEDICAL CENTER,LA,,,,,
,POINTE COUPEE GENERAL HOSPITAL,LA,,,,,
,MINDEN MEDICAL CENTER,LA,,,,,
,SOUTHERN SURGICAL HOSPITAL,LA,,,,,
,CYPRESS POINTE SURGICAL HOSPITAL,LA,,,,,
,LALLIE KEMP REGIONAL MEDICAL CENTER,LA,,,,,
,BEAUREGARD MEMORIAL HOSPITAL,LA,,,,,
,OCEANS BEHAVIORAL HOSPITAL OF DERIDDER,LA,,,,,
,BATON ROUGE REHABILITATION HOSPITAL,LA,,,,,
,LANE REGIONAL MEDICAL CENTER,LA,,,,,
,PROMISE HOSPITAL BATON ROUGE,LA,,,,,
,SURGICAL SPECIALTY CENTER OF BATON ROUGE,LA,,,,,
,OCEANS BEHAVIORAL HOSPITAL OF OPELOUSAS,LA,,,,,
,ST LANDRY EXTENDED CARE HOSPITAL,LA,,,,,
,OPELOUSAS GENERAL HEALTH SYSTEM SOUTH CAMPUS,LA,,,,,
,NORTH CADDO MEDICAL CENTER,LA,,,,,
,POMERADO HOSPITAL,CA,,,,,
,UCSD-LA JOLLA,LA JOLLA,,,,,
,CORCORAN DISTRICT HOSPITAL,CA,,,,,
,TWIN CITIES COMMUNITY HOSPITAL,CA,,,,,
,REHABILITATION HOSPITAL OF WISCONSIN,WI,,,,,
,AURORA BEHAVIORAL HEALTHCARE-SANTA ROSA,CA,,,,,
,SONOMA DEVELOPMENTAL CENTER,CA,,,,,
,FAIRMONT HOSPITAL,CA,,,,,
,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,CA,,,,,
,BARLOW RESPIRATORY HOSPITAL,CA,,,,,
,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,CA,,,,,
,GARFIELD MEDICAL CENTER,CA,,,,,
,KINDRED HOSPITAL SOUTH BAY,CA,,,,,
LA County,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,CA,https://file.lacounty.gov/SDSInter/dhs/1100517_956000927_RanchoLosAmigosNationalRehab.Center_standardcharges.xlsx,,,,
,LOS ANGELES COMMUNITY HOSPITAL,CA,,,,,
,LOS ANGELES METROPOLITAN MEDICAL CENTER,CA,,,,,
,HAZEL HAWKINS MEMORIAL HOSPITAL D/P SNF,CA,,,,,
,HEMET VALLEY HEALTH CARE CENTER,CA,,,,,
,JOHN F KENNEDY MEMORIAL HOSPITAL,CA,,,,,
,KINDRED HOSPITAL RIVERSIDE,CA,,,,,
,TELECARE RIVERSIDE COUNTY PSYCHIATRIC HEALTH FACILITY,CA,,,,,
,PALO VERDE HOSPITAL,CA,,,,,
,MISSION OAKS HOSPITAL,CA,,,,,
,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,,,,,
,ADVENTIST MEDICAL CENTER - REEDLEY,CA,,,,,
,DOCTORS MEDICAL CENTER - SAN PABLO,CA,,,,,
,SAN RAMON REGIONAL MEDICAL CENTER SOUTH BUILDING,CA,,,,,
,HERITAGE OAKS HOSPITAL,CA,,,,,
,VIBRA HOSPITAL OF SACRAMENTO,CA,,,,,
,KINDRED HOSPITAL - SANTA ANA,CA,,,,,
,LOS ALAMITOS MEDICAL CENTER,CA,,,,,
,FOOTHILL REGIONAL MEDICAL CENTER,CA,,,,,
,OAKDALE NURSING AND REHABILITATION CENTER,CA,,,,,
,SUTTER SURGICAL HOSPITAL-NORTH VALLEY,CA,,,,,
,SUTTER-YUBA PSYCHIATRIC HEALTH FACILITY,CA,,,,,
,KAWEAH DELTA SKILLED NURSING FACILITY,CA,,,,,
,ST. THERESA SPECIALTY HOSPITAL - KENNER,LA,,,,,
,WILKES REGIONAL MEDICAL CENTER,NC,,,,,
,ENLOE MEDICAL CENTER - COHASSET CAMPUS,CA,,,,,
,COMMUNITY SPECIALTY HOSPITAL,LA,,,,,
,WEST JEFFERSON MEDICAL CENTER,LA,,,,,
,LIFECARE SPECIALTY HOSPITAL OF NORTH LOUISIANA,LA,,,,,
,RICHARDSON MEDICAL CENTER,LA,,,,,
,UNITED MEDICAL REHABILITATION HOSPITAL,LA,,,,,
,PARK BRIDGE REHABILITATION AND WELLNESS CENTER,CA,,,,,
,COLLEGE MEDICAL CENTER SOUTH CAMPUS D/P APH,CA,,,,,
,CRESTWOOD SOLANO PSYCHIATRIC HEALTH FACILITY,CA,,,,,
,MARIAN REGIONAL MEDICAL CENTER,ARROYO GRANDE,,,,,
,PALOMAR MEDICAL CENTER,CA,,,,,
,PROMISE HOSPITAL OF EAST LOS ANGELES-EAST L.A. CAMPUS,CA,,,,,
,VIBRA HOSPITAL OF NORTHERN CALIFORNIA,CA,,,,,
,NORTHEAST GEORGIA MEDICAL CENTER LUMPKIN,GA,,,,,
,MEMORIAL SATILLA HEALTH,GA,,,,,
,SOUTHWEST GEORGIA REGIONAL MEDICAL CENTER,GA,,,,,
,HABERSHAM COUNTY MEDICAL CTR,GA,,,,,
,LIFECARE HOSPITALS OF WISCONSIN,WI,,,,,
,CORNERSTONE HOSPITAL OF SOUTHWEST LOUISIANA,LA,,,,,
,WESTEND HOSPITAL,LA,,,,,
,EISENHOWER ARMY MEDICAL CENTER,GA,,,,,
,PATHWAY REHABILITATION HOSPIAL OF BOSSIER,LA,,,,,
,PEAK VIEW BEHAVIORAL HEALTH,CO,,,,,
,WILLIAM S. MIDDLETON MEMORIAL VETERANS HOSPITAL,WI,,,,,
,CLEMENT J. ZABLOCKI VA MEDICAL CENTER,WI,,,,,
,MAYO CLINIC HEALTH SYSTEM - RED CEDAR INC,WI,,,,,
,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,WI,,,,,
,LOMA LINDA UNIVERSITY HEART AND SURGICAL HOSPITAL,CA,,,,,
,ST. MARY REGIONAL MEDICAL CENTER,CA,,,,,
,SHARP MESA VISTA HOSPITAL,CA,,,,,
,TRI-CITY MEDICAL CENTER,CA,,,,,
,VILLA CORONADO CONVALESCENT (DP/SNF),CA,,,,,
,CALIFORNIA PACIFIC MED CTR-CALIFORNIA EAST,CA,,,,,
,ST. FRANCIS MEMORIAL HOSPITAL,CA,,,,,
,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,CO,,,,,
,LONGMONT UNITED HOSPITAL,CO,,,,,
,ST. JOHN'S REGIONAL MEDICAL CENTER,CA,,,,,
,SONOMA WEST MEDICAL CENTER,CA,,,,,
,ADVENTIST HEALTH VALLEJO,CA,,,,,
,SUTTER DAVIS HOSPITAL,CA,,,,,
,OCEAN BEHAVIORAL HOSPITAL OF BILOXI,MS,,,,,
,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,CA,,,,,
,KAISER FND HOSP - FREMONT,CA,,,,,
,VALLEY MEMORIAL HOSPITAL - LIVERMORE,CA,,,,,
,ADVENTIST HEALTH LODI MEMORIAL HOSPITAL,CA,,,,,
,BEVERLY HOSPITAL,CA,,,,,
,MERCY REGIONAL MEDICAL CENTER,CO,,,,,
,COMMUNITY HOSPITAL OF LONG BEACH,CA,,,,,
,MEMORIALCARE MILLER CHILDRENS AND WOMENS HOSPITAL,CA,,,,,
,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,CA,,,,,
,KAISER PERMANENTE WEST LOS ANGELES MEDICAL CENTER,CA,,,,,
,KAISER PERMANENTE DOWNEY MEDICAL CENTER,CA,,,,,
,KECK HOSPITAL OF USC,CA,,,,,
,KEDREN COMMUNITY MENTAL HEALTH CENTER,CA,,,,,
,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,CA,,,,,
,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,CA,,,,,
,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,CA,,,,,
,PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE,CA,,,,,
,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,CA,,,,,
,PROVIDENCE ST. JOHN'S HEALTH CENTER,CA,,,,,
,ST. VINCENT MEDICAL CENTER,CA,,,,,
,KAISER FND HOSPITAL - MORENO VALLEY,CA,,,,,
,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,CA,,,,,
,EL CAMINO HOSPITAL LOS GATOS,CA,,,,,
,KAISER FND HOSP - SAN JOSE,CA,,,,,
,O'CONNOR HOSPITAL,CA,,,,,
,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,CA,,,,,
,KAISER FND HOSP - SOUTH SAN FRANCISCO,CA,,,,,
,MAYO CLINIC HLTH SYSTEM- FRANCISCAN MED CTR,WI,,,,,
,SUTTER AUBURN FAITH HOSPITAL,CA,,,,,
,ADVENTIST HEALTH FRANK R HOWARD MEMORIAL HOSPITAL,CA,,,,,
,MERCY MEDICAL CENTER - MERCED,CA,,,,,
,COMMUNITY SUBACUTE AND TRANSITIONAL CARE CENTER,CA,,,,,
,KAISER FND HOSP - FRESNO,CA,,,,,
,ADVENTIST MEDICAL CENTER-SELMA,CA,,,,,
,BARTON MEMORIAL HOSPITAL,CA,,,,,
,DELANO REGIONAL MEDICAL CENTER,CA,,,,,
,BAKERSFIELD BEHAVORIAL HEALTHCARE HOSPITAL,BAKERSFIELD,,,,,
,SUTTER CENTER FOR PSYCHIATRY,CA,,,,,
,REDWOOD MEMORIAL HOSPITAL,CA,,,,,
,GEORGE L MEE MEMORIAL HOSPITAL,CA,,,,,
,HOAG ORTHOPEDIC INSTITUTE,CA,,,,,
,MEMORIALCARE ORANGE COAST MEDICAL CENTER,CA,,,,,
,EMANUEL MEDICAL CENTER,TURLOCK,,,,,
,KAISER FND HOSP-MODESTO,CA,,,,,
,PAGOSA MOUNTAIN HOSPITAL,CO,,,,,
,MAYO CLINIC HLTH SYSTM FRANCISCAN HLTHCARE SPARTA,WI,,,,,
,SHEPHERD CENTER,GA,,,,,
,SOUTHERN REGIONAL MEDICAL CENTER,GA,,,,,
,PHOEBE PUTNEY MEMORIAL HOSPITAL - NORTH CAMPUS,GA,,,,,
,HIGGINS GENERAL HOSPITAL,GA,,,,,
,CHILDREN'S HOSPITAL,LA,,,,,
,LSU MEDICAL CENTER,LA,,,,,
,ST. ELIZABETH HOSPITAL,LA,,,,,
,WELLSTAR COBB HOSPITAL,GA,,,,,
,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,CO,,,,,
,SAN LUIS VALLEY REGIONAL MEDICAL CENTER,CO,,,,,
,CHRISTUS ST. FRANCES CABRINI HOSPITAL,LA,,,,,
,RIVERLAND MEDICAL CENTER,LA,,,,,
,CHRISTUS COUSHATTA HEALTH CARE CENTER,LA,,,,,
,ASCENSION OUR LADY OF VICTORY HSPTL,WI,,,,,
,STOUGHTON HOSPITAL,WI,,,,,
,SOUTHWEST HEALTH CARE GEROPSYCH UNIT,WI,,,,,
,WILLIS-KNIGHTON SOUTH & CENTER FOR WOMEN'S HEALTH,LA,,,,,
,TOMAH MEM HSPTL,WI,,,,,
,THEDACARE REGIONAL MEDICAL CENTER APPLETON INC,WI,,,,,
,RIVER FALLS AREA HSPTL,WI,,,,,
,SSM HEALTH ST MARYS JANESVILLE HOSPITAL,WI,,,,,
,HUDSON HOSPITAL,WI,,,,,
,REEDSBURG AREA MED CTR,WI,,,,,
,WAUKESHA MEMORIAL HOSPITAL,WI,,,,,
,PROVIDENCE LITTLE COMPANY OF MARY SUBACUTE CARE CENTER,CA,,,,,
,KAISER FND HOSP - ORANGE COUNTY - ANAHEIM,CA,,,,,
,OCHSNER LSU HEALTH MONROE,LA,,,,,
,MARTIN LUTHER KING,LOS ANGELES,,,,,
,MASONICARE HEALTH CENTER,CT,,,,,
,SIBLEY MEMORIAL HOSPITAL,DC,,,,,
,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTAMONTE SPRINGS,FL,,,,,
,PARK ROYAL HOSPITAL,FL,,,,,
,HACIENDA CHILDREN'S HOSPITAL,MESA,,,,,
,ASCENSION EAGLE RIVER MEM HSPTL,WI,,,,,
,SELECT SPECIALITY HOSPITAL OF FORT MYERS,FL,,,,,
,MERCY MEDICAL CENTER-NEW HAMPTON,IA,,,,,
,CLARKE COUNTY PUBLIC HOSPITAL,IA,,,,,
,MEMORIAL HEALTH CENTER CLINICS,WI,,,,,
,UNIVERSITY OF MIAMI HOSPITAL,FL,,,,,
,MERCY HOSPITAL,FL,,,,,
,VARIETY CHILDRENS HOSPITAL,FL,,,,,
,PHYSICIANS REGIONAL - COLLIER BOULEVARD,FL,,,,,
,GRINNELL GENERAL HOSPITAL,IA,,,,,
,ORANGE CITY MUNICIPAL HOSPITAL,IA,,,,,
,UNITY POINT HEALTH TRINITY,IA,,,,,
,GREAT RIVER MEDICAL CENTER,IA,,,,,
,BOONE COUNTY HOSPITAL,IA,,,,,
,KNOXVILLE AREA COMMUNITY HOSPITAL,IA,,,,,
,HAWARDEN REGIONAL HEALTHCARE,IA,,,,,
,EASTERN IDAHO REGIONAL MEDICAL CENTER,ID,,,,,
,VIBRA HOSPITAL OF FORT WAYNE,IN,,,,,
,PORTER-PORTAGE HOSPITAL CAMPUS-ER,IN,,,,,
,MEMORIAL HSPTL LAFAYETTE CTY,DARLINGTON,,,,,
,MEMORIAL MEDICAL CENTER - ASHLAND,WI,,,,,
,MERCY HLTH SYS CORP,WI,,,,,
,MERCY WALWORTH HOSPITAL & MEDICAL CENTER,WI,,,,,
,MILE BLUFF MEDICAL CENTER INC,WI,,,,,
,MILWAUKEE CTY BEHAVIORAL HLTH DIV,WI,,,,,
,GOODLAND REGIONAL MEDICAL CENTER,KS,,,,,
,SHERIDAN COUNTY HOSPITAL,KS,,,,,
,HOLY FAMILY HOSPITAL AND MEDICAL CENTER,MA,,,,,
,MCLEAN SOUTHEAST,MA,,,,,
,CHAMBERS MEMORIAL HOSPITAL,AR,,,,,
,CHICOT MEMORIAL MEDICAL CENTER,AR,,,,,
,FORREST CITY MEDICAL CENTER,AR,,,,,
,DREW MEMORIAL HOSPITAL,AR,,,,,
,THE SURGICAL HOSPITAL OF JONESBORO,AR,,,,,
,DE WITT HOSPITAL & NURSING HOME,AR,,,,,
,HODGEMAN COUNTY HEALTH CENTER,KS,,,,,
,BAPTIST HEALTH MEDICAL CENTER - FORT SMITH,AR,,,,,
,MEDICAL CENTER OF SOUTH ARKANSAS,AR,,,,,
,MCGEHEE-DESHA COUNTY HOSPITAL,AR,,,,,
,CONWAY REGIONAL MEDICAL CENTER,AR,,,,,
,CONWAY REGIONAL REHABILITATION HOSPITAL,AR,,,,,
,LAWRENCE MEMORIAL HOSPITAL,AR,,,,,
,MAGNOLIA HOSPITAL,AR,,,,,
,ST. VINCENT MEDICAL CENTER - NORTH,AR,,,,,
,ST. VINCENT REHABILITATION HOSPITAL,AR,,,,,
,ARKANSAS HEART HOSPITAL,AR,,,,,
,THE BRIDGEWAY,AR,,,,,
,NORTHWEST MEDICAL CENTER,AR,,,,,
,CUMBERLAND COUNTY HOSPITAL,KY,,,,,
,NORTH METRO MEDICAL CENTER,AR,,,,,
,ARKANSAS DEPARTMENT OF CORRECTION - OUACHITA RIVER UNIT INPATIENT CARE FACILITY,AR,,,,,
,PINNACLE POINTE BEHAVIORAL HEALTHCARE SYSTEM,AR,,,,,
,MEMORIAL HOSPITAL INC,KY,,,,,
,THE MEDICAL CENTER AT SCOTTSVILLE,KY,,,,,
,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,CO,,,,,
,PARKER ADVENTIST HOSPITAL,CO,,,,,
,HEALTHSOUTH REHABILITATION HOSPITAL OF JONESBORO,AR,,,,,
,REGENCY HOSPITAL OF SPRINGDALE,AR,,,,,
,MCDOWELL ARH HOSPITAL,KY,,,,,
,ARH OUR LADY OF THE WAY,KY,,,,,
,THE MEDICAL CENTER AT CAVERNA,KY,,,,,
,WHITTIER PAVILION,MA,,,,,
,VIBRA HOSPITAL OF WESTERN MASSACHUSETTS,MA,,,,,
,UNIVERITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,MD,,,,,
,EASTERN SHORE HOSPITAL CENTER,MD,,,,,
,UNIVERSITY OF MARYLAND HARFORD MEMORIAL HOSPITAL,MD,,,,,
,ADVENTIST HEALTHCARE BEHAVIORAL HEALTH & WELLNESS,MD,,,,,
,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,MD,,,,,
,DOROTHEA DIX PSYCHIATRIC CENTER,ME,,,,,
,KIDSPEACE NATIONAL CENTERS OF NEW ENGLAND,ME,,,,,
,PENOBSCOT BAY MEDICAL CENTER,ME,,,,,
,HAYES GREEN BEACH MEMORIAL HOSPITAL,MI,,,,,
,MCKENZIE MEMORIAL HOSPITAL,MI,,,,,
,MARLETTE REGIONAL HOSPITAL,MI,,,,,
,KALKASKA MEMORIAL HEALTH CENTER,MI,,,,,
,SCHOOLCRAFT MEMORIAL HOSPITAL,MI,,,,,
,SPARROW IONIA HOSPITAL,MI,,,,,
,PROMEDICA MONROE REGIONAL HOSPITAL,MI,,,,,
,SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS,MI,,,,,
,MCLAREN ORTHOPEDIC HOSPITAL,MI,,,,,
,PROMEDICA HERRICK HOSPITAL,MI,,,,,
,HENRY FORD MACOMB HOSPITAL-MT CLEMENS CAMPUS,MI,,,,,
,EATON RAPIDS MEDICAL CENTER,MI,,,,,
,MIDMICHIGAN MEDICAL CENTER-GRATIOT,MI,,,,,
,MERCY HEALTH MUSKEGON SHERMAN BLVD,MI,,,,,
,LAKE HURON MEDICAL CENTER,MI,,,,,
,ST VINCENT HEALTH CARE,MT,,,,,
,BEAUMONT HOSPITAL TRENTON,MI,,,,,
,GARDEN CITY HOSPITAL,MI,,,,,
,MUNSON HEALTHCARE CADILLAC,MI,,,,,
,ASPIRUS IRONWOOD HOSPITAL,MI,,,,,
,MUNSON HEALTHCARE CHARLEVOIX HOSPITAL,MI,,,,,
,SCHOOLCRAFT MEMORIAL HOSPITAL,MI,,,,,
,SPECTRUM HEALTH BLODGETT CAMPUS,MI,,,,,
,ST MARY MERCY HOSPITAL,MI,,,,,
,HENRY FORD MEDICAL CENTER COTTAGE,MI,,,,,
,VIBRA OF SOUTHEASTERN MICHIGAN,MI,,,,,
,REHABILITATION INSTITUTE OF MICHIGAN,MI,,,,,
,ROGERS CITY REHABILITATION HOSPITAL,MI,,,,,
,SOUTHEAST MICHIGAN SURGICAL HOSPITAL,MI,,,,,
,APPLETON MUNICIPAL HOSPITAL,MN,,,,,
,CENTRACARE HEALTH SYSTEM-LONG,MN,,,,,
,ESSENTIA HEALTH SANDSTONE,MN,,,,,
,LAKEWOOD HEALTH CENTER,MN,,,,,
,RENVILLE COUNTY HOSP & CLINICS,MN,,,,,
,HENRY FORD ALLEGIANCE SPECIALTY HOSPITAL,MI,,,,,
,COX MEDICAL CENTERS MEYER ORTHOPEDIC,MO,,,,,
,LIBERTY HOSPITAL,MO,,,,,
,MERCY HOSPITAL CARTHAGE,MO,,,,,
,TRUMAN MEDICAL CENTER - HOSPITAL HILL,MO,,,,,
,MOSAIC LIFE CARE AT ST. JOSEPH,MO,,,,,
,CENTER FOR BEHAVIORAL MEDICINE,MO,,,,,
,SELECT SPECIALTY HOSPITAL-ST. LOUIS,MO,,,,,
,MISSOURI BAPTIST HOSPITAL OF SULLIVAN,MO,,,,,
,SAINT LUKE'S NORTHLAND HOSPITAL - SMITHVILLE,MO,,,,,
,RIMROCK FOUNDATION,MT,,,,,
,I-70 COMMUNITY HOSPITAL,MO,,,,,
,SSM HEALTH ST. LOUIS UNIVERSITY HOSPITAL,MO,,,,,
,LAKELAND BEHAVIORAL HEALTH SYSTEM,MO,,,,,
,MERCY HOSPITAL JEFFERSON,MO,,,,,
,MOUNDVIEW MEM HSPTL AND CLINICS,WI,,,,,
,MERCY HOSPITAL LINCOLN,MO,,,,,
,NORTH CENTRAL HEALTH CARE,WI,,,,,
,RUSK REHAB CENTER,COLUMBIA,,,,,
,CITIZENS MEMORIAL HOSPITAL,MO,,,,,
,CARROLL COUNTY MEMORIAL HOSPITAL,MO,,,,,
,BOTHWELL REGIONAL HEALTH CENTER,MO,,,,,
,HARRISON COUNTY COMMUNITY HOSPITAL,MO,,,,,
,WESTERN MISSOURI MEDICAL CENTER,MO,,,,,
,COX MONETT HOSPITAL,MO,,,,,
,NORWOOD HLTH CTR,WI,,,,,
,BARNES-JEWISH HOSPITAL - PSYCHIATRIC SUPPORT CENTER,MO,,,,,
,KINDRED HOSPITAL - ST. LOUIS,MO,,,,,
,OAKLEAF SURGICAL HOSPITAL,WI,,,,,
,OCONOMOWOC MEM HSPTL,WI,,,,,
,ORTHOPAEDIC HSPTL OF WI,WI,,,,,
,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,VA,,,,,
,CHOCTAW COUNTY MEDICAL CENTER,MS,,,,,
,MADISON COUNTY MEDICAL CENTER,MS,,,,,
,FIRSTHEALTH MOORE REG. HOSP. AND PINEHURST TREATMENT,NC,,,,,
,CARRINGTON HEALTH CENTER,ND,,,,,
,ALTRU HOSPITAL,ND,,,,,
,NOVANT HEALTH REHABILITATION HOSPITAL,NC,,,,,
,ASCENSION SETON HIGHLAND LAKES,TX,,,,,
,OSU JAMES CANCER HOSPITAL & SOLOVE RESEARCH INSTITUTE,OH,,,,,
,METROPOLITANO PSIQUIATRICO DE CABO ROJO,PR,,,,,
,HAMPTON BEHAVIORAL HEALTH CENTER,NJ,,,,,
,JEFFERSON CHERRY HILL HOSPITAL,NJ,,,,,
,BACHARACH INSTITUTE FOR REHABILITATION,NJ,,,,,
,FRANCES MAHON DEACONESS HOSPITAL,MT,,,,,
,KESSLER INSTITUTE FOR REHABILITATION INCORPORATED - NORTH FACILITY,NJ,,,,,
,THE MATHENY MEDICAL AND EDUCATIONAL CENTER,NJ,,,,,
,JEFFERSON WASHINGTON TOWNSHIP,NJ,,,,,
,KESSLER INSTITUTE FOR REHABILITATION - WEST ORANGE,NJ,,,,,
,NEWARK BETH ISRAEL MEDICAL CENTER,NJ,,,,,
,SAINT MICHAELS MEDICAL CENTER,NJ,,,,,
,SEABROOK HOUSE,NJ,,,,,
,HUDSON SURGICAL CENTER,NJ,,,,,
,CHILDRENS SPECIALIZED HOSPITAL,NJ,,,,,
,OVERLOOK HOSPITAL,NJ,,,,,
,INSPIRA MEDICAL CENTER - ELMER,NJ,,,,,
,RARITAN BAY MEDICAL CENTER - OLD BRIDGE,NJ,,,,,
,TRENTON PSYCHIATRIC HOSPITAL,NJ,,,,,
,SAINT CLARES HOSPITAL - DENVILLE,NJ,,,,,
,RIVERVIEW MEDICAL CENTER,NJ,,,,,
,CENTRASTATE MEDICAL CENTER,NJ,,,,,
,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TINTON FALLS,NJ,,,,,
,ACUITY SPECIALTY HOSPITAL OF SOUTHERN NEW JERSEY,NJ,,,,,
,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,NJ,,,,,
,SAN MIGUEL CORP ALTA VISTA REGIONAL HOSPITAL,NM,,,,,
,DRAKE CENTER INC,OH,,,,,
,MERCY ST THERESA CENTER,OH,,,,,
