Health System,Hospital,URL
,AVENTURA HOSPITAL AND MEDICAL CENTER,
,DOCTORS HOSPITAL,
,HOMESTEAD HOSPITAL,
,JACKSON MEMORIAL HOSPITAL,
,JACKSON NORTH,
,KINDRED HOSPITAL-SOUTH FLORIDA-CORAL GABLES,
,ST RITA'S MEDICAL CENTER,
,MOUNT SINAI MEDICAL CENTER,
,NICKLAUS CHILDREN'S HOSPITAL,
,WESTCHESTER GENERAL HOSPITAL,
,CLEVELAND CLINIC MARTIN SOUTH,
,OCALA REGIONAL MEDICAL CENTER,
,THE VINES HOSPITAL,
,STRINGFELLOW MEMORIAL HOSPITAL,
,CLAY COUNTY HOSPITAL,
,SIERRA VISTA REGIONAL HEALTH CENTER,
,PICKENS COUNTY MEDICAL CENTER,
,DECATUR MORGAN WEST,
,PORTLAND VA MEDICAL CENTER,
,JOINT TOWNSHIP DISTRICT MEMORIAL HOSPITAL,
,PALO ALTO COUNTY HOSPITAL,
,SAINT CLARES HOSPITAL - BOONTON TOWNSHIP CAMPUS,
,MENTAL HEALTH SERVICES FOR CLARK AND MADISON COS,
,MERCY HOSPITAL CLERMONT,
,BAPTIST MEDICAL CENTER EAST,
,CROSSBRIDGE BEHAVIORAL HEALTH A BAPTIST SOUTH FACILITY,
,SALEM REGIONAL MEDICAL CENTER,
,ANTHONY M YELENCSICS COMMUNITY,
,ST. VINCENT'S BLOUNT,
,SOUTH POINTE HOSPITAL,
,PRATTVILLE BAPTIST HOSPITAL,
,VAUGHAN REGIONAL MEDICAL CENTER-PARKWAY CAMPUS,
,HILL HOSPITAL OF SUMTER COUNTY,
,BURGESS MEMORIAL HOSPITAL,
,SPRINGFIELD REGIONAL MEDICAL CTR-ER,
,HIGHLAND SPRINGS HOSPITAL,
,EUCLID HOSPITAL,
,COMMUNITY MEMORIAL HOSPITAL,
,MT CARMEL NEW ALBANY SURGICAL HOSPITAL,
,MOUNT CARMEL ST ANN'S HOSPITAL,
,MEDICAL CITY FORT WORTH,
,ST. LUKES'S REGIONAL MEDICAL CENTER,
,BAYSHORE MEDICAL CENTER,
,CHRISTUS SANTA ROSA HOSPITAL - NEW BRAUNFELS,
,EASTERN NEW MEXICO MEDICAL CENTER,
,MACON COUNTY SAMARITAN MEMORIAL HOS,
,ASHLEY VALLEY MEDICAL CENTER,
,BROADLAWNS MEDICAL CENTER,
,MERCY FRANKLIN CENTER,
,LAKE'S CROSSING CENTER,
,MONTEVISTA HOSPITAL,
,ST. ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,
,GENESIS MEDICAL CENTER-DAVENPORT,
,LUCAS COUNTY HEALTH CENTER,
,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,
,NORTHEASTERN CENTER,
,KOSCIUSKO COMMUNITY HOSPITAL,
,VALLE VISTA HEALTH SYSTEM,
,MOUNTAINVIEW HOSPITAL,
,ACUTE CARE SPECIALTY HOSPITAL - AULTMAN,
,COMMUNITY HEART AND VASCULAR HOSPITAL,
,BENNETT COUNTY HEALTH CENTER,
,PLATTE HEALTH CENTER,
,MADISON STATE HOSPITAL,
,NORWALK HOSPITAL,
,SHARON HOSPITAL,
,AVERA HAND COUNTY MEMORIAL HOSPITAL AND CLINIC,
,BHC WEST HILLS HOSPITAL,
,EXCELA HEALTH FRICK HOSPITAL,
,NORTHERN NEVADA MEDICAL CENTER,
,SLEEPY EYE MEDICAL CENTER,
,LIFECARE BEHAVIORAL HEALTH HOSPITAL,
,CLARION HOSPITAL,
,SCHUYLKILL MEDICAL CENTER EAST NORWEGIAN STREET,
,KIRKBRIDE CENTER,
,JEANES HOSPITAL,
,MERCY PHILADELPHIA HOSPITAL,
,PENN HIGHLANDS DUBOIS,
,CHASE COUNTY COMMUNITY HOSPITAL,
,CRETE AREA MEDICAL CENTER,
,PROVIDENCE MEDICAL CENTER,
,SIGNATURE PSYCHIATRIC HOSPITAL LIBERTY,
,EVANGELICAL COMMUNITY HOSPITAL,
,WILKES-BARRE GENERAL HOSPITAL,
,WESTFIELD HOSPITAL,
,GOOD SHEPHERD REHABILITATION HOSPITAL,
,GEISINGER SHAMOKIN AREA COMMUNITY HOSPITAL,
,HOLY REDEEMER HOSPITAL & MEDICAL CENTER,
,POTTSTOWN MEMORIAL MEDICAL CENTER,
,SUBURBAN COMMUNITY HOSPITAL,
,ABINGTON MEMORIAL HOSPITAL,
,ALLIED SERVICES REHABILITATION HOSPITAL,
,DIVINE PROVIDENCE HOSPITAL,
,FLORENCE HOSPITAL AT ANTHEM,
,JEFFERSON COMMUNITY HEALTH CENTER,
,SAINT CATHERINE REGIONAL HOSPITAL,
,ACUITY SPECIALTY HOSPITAL OF ARIZONA AT MESA,
,SIERRA TUCSON,
,HOLY SPIRIT HOSPITAL,
,DELAWARE COUNTY MEMORIAL HOSPITAL,
,SHRINERS HOSPITALS FOR CHILDREN - ERIE,
,QUINCY MEDICAL CENTER,
,REHABILITATION HOSPITAL OF FORT WAYNE GENERAL PAR,
,DOUGLAS COMMUNITY HOSPITAL,
,PULASKI MEMORIAL HOSPITAL,
,STURDY MEMORIAL HOSPITAL,
,MORTON HOSPITAL AND MEDICAL CENTER,
,MERCY HOSPITAL ANDERSON,
,SAINT ANNE'S HOSPITAL,
,FAIRVIEW HOSPITAL,
,FALMOUTH HOSPITAL,
,ST JOSEPH MEDICAL CENTER-MAIN,
,ST JOSEPH'S WESTGATE MEDICAL CENTER,
,TROY COMMUNITY HOSPITAL,
,NANTUCKET COTTAGE HOSPITAL,
,DHHS PHS IHS TUCSON AREA IHS TUCSON,
,SGMC BERRIEN CAMPUS,
,ST VINCENT SALEM HOSPITAL INC,
,ST MARY MEDICAL CENTER INC,
,SYCAMORE SPRINGS,
,MIDTOWN MEDICAL CENTER WEST,
,COLUMBUS SPECIALTY HOSPITAL,
,WESTERN REGIONAL MEDICAL CENTER CANCER HOSPITAL,
,PARKVIEW ADVENTIST MEDICAL CENTER : PARKVIEW MEMORIAL HOSPITAL,
,PIKE COMMUNITY HOSPITAL,
,MOUNTAIN LAKES MEDICAL CENTER,
,LIFEBRIGHT COMMUNITY HOSPITAL OF EARLY,
,POLK MEDICAL CENTER,
,SELECT SPECIALTY HOSPITAL - NORTHEAST ATLANTA,
,SOUTHERN MAINE MEDICAL CENTER,
,BETH ISRAEL DEACONESS MEDICAL CENTER - EAST CAMPUS,
,LEWIS AND CLARK SPECIALTY HOSPITAL,
,HOPI HEALTH CARE CENTER/DHHS IHS PHOENIX AREA,
,WHITERIVER INDIAN HOSPITAL,
,BOSTON MEDICAL CENTER - MENINO CAMPUS,
,MASSACHUSETTS EYE AND EAR INFIRMARY,
,BOSTON CHILDREN'S HOSPITAL,
,HEALTH ALLIANCE HOSPITAL - BURBANK CAMPUS,
,HEALTH ALLIANCE HOSPITAL - LEOMINSTER CAMPUS,
,MELROSEWKFLD HEALTHCARE MELROSE-WAKEFIELD HOSPITAL CAMPUS,
,MARLBOROUGH HOSPITAL,
,METROWEST MEDICAL CENTER - FRAMINGHAM CAMPUS,
,SPEARFISH REGIONAL SURGERY CENTER,
,BAYSTATE MARY LANE HOSPITAL,
,DUNES SURGICAL HOSPITAL,
,ST VINCENT JENNINGS HOSPITAL INC,
,SAME DAY SURGERY CENTER LIMITED LIABILITY PARTNERSHIP,
,ST. MARY'S HEALTHCARE,
,POPLAR SPRINGS HOSPITAL,
,COMMUNITY HOSPITALS AND WELLNESS CENTERS MONTPELIER,
,GLACIAL RIDGE HOSPITAL,
,REDINGTON-FAIRVIEW GENERAL HOSPITAL,
,SELECT SPECIALTY HOSPITAL - SIOUX FALLS,
,MAYO CLINIC HEALTH SYS CF,
,ROSEBURG VA MEDICAL CENTER,
,TETON VALLEY HEALTH CARE,
,INTERMOUNTAIN HOSPITAL,
,ARNOT OGDEN MEDICAL CENTER,
,NORTH CANYON MEDICAL CENTER,
,VALOR HEALTH,
,FRANKLIN COUNTY MEDICAL CENTER,
,MEMORIAL HOSPITAL OF MARTINSVILLE AND HENRY COUNTY,
,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,
,DELAWARE VALLEY HOSPITAL,
,INOVA MOUNT VERNON HOSPITAL,
,RIVERSIDE TAPPAHANNOCK HOSPITAL,
,PIEDMONT GERIATRIC HOSPITAL,
,PENN HIGHLANDS CLEARFIELD,
,BOLIVAR GENERAL HOSPITAL,
,COMMONWEALTH CENTER FOR CHILDREN AND ADOLESCENTS,
,LAKE CITY COMMUNITY HOSPITAL,
,WILLIAMSBURG REGIONAL HOSPITAL,
,BARNWELL COUNTY HOSPITAL,
,MOUNT PLEASANT HOSPITAL,
,SUMMERVILLE MEDICAL CENTER,
,PROVIDENCE HOSPITAL,
,VIBRA HOSPITAL OF CHARLESTON,
,CAROLINA CENTER FOR BEHAVIORAL HEALTH,
,CHEROKEE MEDICAL CENTER,
,PRISMA HEALTH PATEWOOD HOSPITAL,
,MEDICAL CENTER AT ELIZABETH PLACE,
,GREENWOOD REGIONAL REHABILITATION HOSPITAL,
,MARSHFIELD MEDICAL CENTER LADYSMITH,
,HEALTHBRIDGE CHILDREN'S HOSPITAL - HOUSTON,
,MCLEOD HEALTH CHERAW,
,MARSHFIELD MEDICAL CTR NEILLSVILLE,
,MAYO CLINIC HEALTH SYSTEM- CHIPPEWA VALLEY INC,
,AKRON GENERAL MEDICAL CENTER,
,MAYO CLINIC HEALTH SYSTEM-OAKRIDGE INC,
,CATHOLIC MEDICAL CENTER,
,HAMILTON HOSPITAL,
,UT HEALTH EAST TEXAS PITTSBURG,
,MAYO CLINIC HEALTH SYSTEM - NORTHLAND IN BARRON,
,LITTLE RIVER HEALTHCARE,
,CAMC WOMEN AND CHILDREN'S HOSPITAL,
,KENTUCKY RIVER MEDICAL CENTER,
,ST MARGARETS HOSPITAL,
,BRECKINRIDGE MEMORIAL HOSPITAL,
,LOGAN MEMORIAL HOSPITAL,
,ST. ELIZABETH FT. THOMAS,
,BAPTIST HEALTH PADUCAH,
,ST ANTHONY HOSPITAL,
,FAIRFIELD MEMORIAL HOSPITAL,
,HEART OF THE ROCKIES REGIONAL MEDICAL CENTER,
,SELECT SPECIALTY HOSPITAL - TOWN AND CO,
,ARROWHEAD REGIONAL MEDICAL CENTER,
,BALLARD REHABILITATION HOSP,
,BEAR VALLEY COMMUNITY HOSPITAL,
,CANYON RIDGE HOSPITAL,
,MOUNTAINS COMMUNITY HOSPITAL,
,PATTON STATE HOSPITAL,
,PALOMAR HEALTH DOWNTOWN CAMPUS,
,SIERRA VISTA REGIONAL MEDICAL CENTER,
,THOUSAND OAKS SURGICAL HOSPITAL,
,EASTERN PLUMAS HOSPITAL-LOYALTON CAMPUS,
,NAPA STATE HOSPITAL,
,KIT CARSON COUNTY MEMORIAL HOSPITAL,
,SAN JOAQUIN COUNTY P.H.F.,
,SAN JOAQUIN GENERAL HOSPITAL,
,AURORA LAS ENCINAS HOSPITAL,
,BHC ALHAMBRA HOSPITAL,
,LA CASA PSYCHIATRIC HEALTH FACILITY,
,MEMORIAL HOSPITAL OF GARDENA,
,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,
,SILVER LAKE MEDICAL CENTER-DOWNTOWN CAMPUS,
,SILVER LAKE MEDICAL CENTER-INGLESIDE CAMPUS,
,WHITTIER HOSPITAL MEDICAL CENTER,
,SOUTHERN INYO HOSPITAL,
,NORTHERN COLORADO LONG TERM ACUTE HOSPITAL,
,MENDOCINO COAST DISTRICT HOSPITAL,
,TELECARE EL DORADO COUNTY PHF,
,BAKERSFIELD HEART HOSPITAL,
,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL,
,SIERRA VISTA HOSPITAL,
,LINCOLN COMMUNITY HOSPITAL,
,MEDICAL CENTER OF AURORA,
,PRESBYTERIAN ST LUKE'S MEDICAL CENTER,
,GULFPORT BEHAVIORAL HEALTH SYSTEM,
,SOUTHWEST HOSPITAL AND MEDICAL CENTER,
,THE GEORGIA CENTER FOR YOUTH,
,TIFT REGIONAL MEDICAL CENTER,
,CARTERSVILLE MEDICAL CENTER,
,SO CRESCENT BEH HLTH SYS - CRESCENT PINES CAMPUS,
,PEACHFORD HOSPITAL,
,LAUREL HEIGHTS HOSPITAL,
,GEORGIA REGIONAL HOSPITAL AT ATLANTA,
,MARTIN GENERAL HOSPITAL,
,ASSURANCE HEALTH PSYCHIATRIC HOSPITAL,
,WRAY COMMUNITY DISTRICT HOSPITAL,
,RIDGEVIEW INSTITUTE MONROE,
,ASHEVILLE SPECIALTY HOSPITAL,
,VERMILION BEHAVIORAL HEALTH SYSTEM,
,THIBODAUX REGIONAL MEDICAL CENTER,
,CRESCENT CITY SURGICAL CENTRE,
,EAST JEFFERSON GENERAL HOSPITAL,
,CURAHEALTH NEW ORLEANS,
,UNITED MEDICAL REHABILITATION HOSPITAL,
,IBERIA REHABILITATION HOSPITAL,
,TERREBONNE GENERAL MEDICAL CENTER,
,HEART HOSPITAL OF LAFAYETTE,
,HUEY P. LONG MEDICAL CENTER,
,MOREHOUSE GENERAL HOSPITAL,
,NATCHITOCHES REGIONAL MEDICAL CENTER,
,RESURRECTION MEDICAL CENTER,
,JACKSON PARISH HOSPITAL,
,SPECIALTY HOSPITAL OF WINNFIELD,
,WINN PARISH MEDICAL CENTER,
,LASALLE GENERAL HOSPITAL,
,LSU BOGALUSA MEDICAL CENTER (OUTPATIENT CAMPUS),
,RIVERSIDE MEDICAL CENTER,
,POINTE COUPEE GENERAL HOSPITAL,
,MINDEN MEDICAL CENTER,
,SOUTHERN SURGICAL HOSPITAL,
,CYPRESS POINTE SURGICAL HOSPITAL,
,LALLIE KEMP REGIONAL MEDICAL CENTER,
,BEAUREGARD MEMORIAL HOSPITAL,
,OCEANS BEHAVIORAL HOSPITAL OF DERIDDER,
,BATON ROUGE REHABILITATION HOSPITAL,
,LANE REGIONAL MEDICAL CENTER,
,PROMISE HOSPITAL BATON ROUGE,
,SURGICAL SPECIALTY CENTER OF BATON ROUGE,
,OCEANS BEHAVIORAL HOSPITAL OF OPELOUSAS,
,ST LANDRY EXTENDED CARE HOSPITAL,
,OPELOUSAS GENERAL HEALTH SYSTEM SOUTH CAMPUS,
,NORTH CADDO MEDICAL CENTER,
,POMERADO HOSPITAL,
,UCSD-LA JOLLA,
,CORCORAN DISTRICT HOSPITAL,
,TWIN CITIES COMMUNITY HOSPITAL,
,REHABILITATION HOSPITAL OF WISCONSIN,
,AURORA BEHAVIORAL HEALTHCARE-SANTA ROSA,
,SONOMA DEVELOPMENTAL CENTER,
,FAIRMONT HOSPITAL,
,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,
,BARLOW RESPIRATORY HOSPITAL,
,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,
,GARFIELD MEDICAL CENTER,
,KINDRED HOSPITAL SOUTH BAY,
,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,
,LOS ANGELES COMMUNITY HOSPITAL,
,LOS ANGELES METROPOLITAN MEDICAL CENTER,
,HAZEL HAWKINS MEMORIAL HOSPITAL D/P SNF,
,HEMET VALLEY HEALTH CARE CENTER,
,JOHN F KENNEDY MEMORIAL HOSPITAL,
,KINDRED HOSPITAL RIVERSIDE,
,TELECARE RIVERSIDE COUNTY PSYCHIATRIC HEALTH FACILITY,
,PALO VERDE HOSPITAL,
,MISSION OAKS HOSPITAL,
,JOHN C FREMONT HEALTHCARE DISTRICT,
,ADVENTIST MEDICAL CENTER - REEDLEY,
,DOCTORS MEDICAL CENTER - SAN PABLO,
,SAN RAMON REGIONAL MEDICAL CENTER SOUTH BUILDING,
,HERITAGE OAKS HOSPITAL,
,VIBRA HOSPITAL OF SACRAMENTO,
,KINDRED HOSPITAL - SANTA ANA,
,LOS ALAMITOS MEDICAL CENTER,
,FOOTHILL REGIONAL MEDICAL CENTER,
,OAKDALE NURSING AND REHABILITATION CENTER,
,SUTTER SURGICAL HOSPITAL-NORTH VALLEY,
,SUTTER-YUBA PSYCHIATRIC HEALTH FACILITY,
,KAWEAH DELTA SKILLED NURSING FACILITY,
,ST. THERESA SPECIALTY HOSPITAL - KENNER,
,WILKES REGIONAL MEDICAL CENTER,
,ENLOE MEDICAL CENTER - COHASSET CAMPUS,
,COMMUNITY SPECIALTY HOSPITAL,
,WEST JEFFERSON MEDICAL CENTER,
,LIFECARE SPECIALTY HOSPITAL OF NORTH LOUISIANA,
,RICHARDSON MEDICAL CENTER,
,UNITED MEDICAL REHABILITATION HOSPITAL,
,PARK BRIDGE REHABILITATION AND WELLNESS CENTER,
,COLLEGE MEDICAL CENTER SOUTH CAMPUS D/P APH,
,CRESTWOOD SOLANO PSYCHIATRIC HEALTH FACILITY,
,MARIAN REGIONAL MEDICAL CENTER,
,PALOMAR MEDICAL CENTER,
,PROMISE HOSPITAL OF EAST LOS ANGELES-EAST L.A. CAMPUS,
,VIBRA HOSPITAL OF NORTHERN CALIFORNIA,
,NORTHEAST GEORGIA MEDICAL CENTER LUMPKIN,
,MEMORIAL SATILLA HEALTH,
,SOUTHWEST GEORGIA REGIONAL MEDICAL CENTER,
,HABERSHAM COUNTY MEDICAL CTR,
,LIFECARE HOSPITALS OF WISCONSIN,
,CORNERSTONE HOSPITAL OF SOUTHWEST LOUISIANA,
,WESTEND HOSPITAL,
,EISENHOWER ARMY MEDICAL CENTER,
,PATHWAY REHABILITATION HOSPIAL OF BOSSIER,
,PEAK VIEW BEHAVIORAL HEALTH,
,WILLIAM S. MIDDLETON MEMORIAL VETERANS HOSPITAL,
,CLEMENT J. ZABLOCKI VA MEDICAL CENTER,
,MAYO CLINIC HEALTH SYSTEM - RED CEDAR INC,
,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,
,LOMA LINDA UNIVERSITY HEART AND SURGICAL HOSPITAL,
,ST. MARY REGIONAL MEDICAL CENTER,
,SHARP MESA VISTA HOSPITAL,
,TRI-CITY MEDICAL CENTER,
,VILLA CORONADO CONVALESCENT (DP/SNF),
,CALIFORNIA PACIFIC MED CTR-CALIFORNIA EAST,
,ST. FRANCIS MEMORIAL HOSPITAL,
,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,
,LONGMONT UNITED HOSPITAL,
,ST. JOHN'S REGIONAL MEDICAL CENTER,
,SONOMA WEST MEDICAL CENTER,
,ADVENTIST HEALTH VALLEJO,
,SUTTER DAVIS HOSPITAL,
,OCEAN BEHAVIORAL HOSPITAL OF BILOXI,
,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,
,KAISER FND HOSP - FREMONT,
,VALLEY MEMORIAL HOSPITAL - LIVERMORE,
,ADVENTIST HEALTH LODI MEMORIAL HOSPITAL,
,BEVERLY HOSPITAL,
,MERCY REGIONAL MEDICAL CENTER,
,COMMUNITY HOSPITAL OF LONG BEACH,
,MEMORIALCARE MILLER CHILDRENS AND WOMENS HOSPITAL,
,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,
,KAISER PERMANENTE WEST LOS ANGELES MEDICAL CENTER,
,KAISER PERMANENTE DOWNEY MEDICAL CENTER,
,KECK HOSPITAL OF USC,
,KEDREN COMMUNITY MENTAL HEALTH CENTER,
,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,
,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,
,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,
,PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE,
,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,
,PROVIDENCE ST. JOHN'S HEALTH CENTER,
,ST. VINCENT MEDICAL CENTER,
,KAISER FND HOSPITAL - MORENO VALLEY,
,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,
,EL CAMINO HOSPITAL LOS GATOS,
,KAISER FND HOSP - SAN JOSE,
,O'CONNOR HOSPITAL,
,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,
,KAISER FND HOSP - SOUTH SAN FRANCISCO,
,MAYO CLINIC HLTH SYSTEM- FRANCISCAN MED CTR,
,SUTTER AUBURN FAITH HOSPITAL,
,ADVENTIST HEALTH FRANK R HOWARD MEMORIAL HOSPITAL,
,MERCY MEDICAL CENTER - MERCED,
,COMMUNITY SUBACUTE AND TRANSITIONAL CARE CENTER,
,KAISER FND HOSP - FRESNO,
,ADVENTIST MEDICAL CENTER-SELMA,
,BARTON MEMORIAL HOSPITAL,
,DELANO REGIONAL MEDICAL CENTER,
,BAKERSFIELD BEHAVORIAL HEALTHCARE HOSPITAL,
,SUTTER CENTER FOR PSYCHIATRY,
,REDWOOD MEMORIAL HOSPITAL,
,GEORGE L MEE MEMORIAL HOSPITAL,
,HOAG ORTHOPEDIC INSTITUTE,
,MEMORIALCARE ORANGE COAST MEDICAL CENTER,
,EMANUEL MEDICAL CENTER,
,KAISER FND HOSP-MODESTO,
,PAGOSA MOUNTAIN HOSPITAL,
,MAYO CLINIC HLTH SYSTM FRANCISCAN HLTHCARE SPARTA,
,SHEPHERD CENTER,
,SOUTHERN REGIONAL MEDICAL CENTER,
,PHOEBE PUTNEY MEMORIAL HOSPITAL - NORTH CAMPUS,
,HIGGINS GENERAL HOSPITAL,
,CHILDREN'S HOSPITAL,
,LSU MEDICAL CENTER,
,ST. ELIZABETH HOSPITAL,
,WELLSTAR COBB HOSPITAL,
,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,
,SAN LUIS VALLEY REGIONAL MEDICAL CENTER,
,CHRISTUS ST. FRANCES CABRINI HOSPITAL,
,RIVERLAND MEDICAL CENTER,
,CHRISTUS COUSHATTA HEALTH CARE CENTER,
,ASCENSION OUR LADY OF VICTORY HSPTL,
,STOUGHTON HOSPITAL,
,SOUTHWEST HEALTH CARE GEROPSYCH UNIT,
,WILLIS-KNIGHTON SOUTH & CENTER FOR WOMEN'S HEALTH,
,TOMAH MEM HSPTL,
,THEDACARE REGIONAL MEDICAL CENTER APPLETON INC,
,RIVER FALLS AREA HSPTL,
,SSM HEALTH ST MARYS JANESVILLE HOSPITAL,
,HUDSON HOSPITAL,
,REEDSBURG AREA MED CTR,
,WAUKESHA MEMORIAL HOSPITAL,
,PROVIDENCE LITTLE COMPANY OF MARY SUBACUTE CARE CENTER,
,KAISER FND HOSP - ORANGE COUNTY - ANAHEIM,
,OCHSNER LSU HEALTH MONROE,
,MARTIN LUTHER KING,
,MASONICARE HEALTH CENTER,
,SIBLEY MEMORIAL HOSPITAL,
,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTAMONTE SPRINGS,
,PARK ROYAL HOSPITAL,
,HACIENDA CHILDREN'S HOSPITAL,
,ASCENSION EAGLE RIVER MEM HSPTL,
,SELECT SPECIALITY HOSPITAL OF FORT MYERS,
,MERCY MEDICAL CENTER-NEW HAMPTON,
,CLARKE COUNTY PUBLIC HOSPITAL,
,MEMORIAL HEALTH CENTER CLINICS,
,UNIVERSITY OF MIAMI HOSPITAL,
,MERCY HOSPITAL,
,VARIETY CHILDRENS HOSPITAL,
,PHYSICIANS REGIONAL - COLLIER BOULEVARD,
,GRINNELL GENERAL HOSPITAL,
,ORANGE CITY MUNICIPAL HOSPITAL,
,UNITY POINT HEALTH TRINITY,
,GREAT RIVER MEDICAL CENTER,
,BOONE COUNTY HOSPITAL,
,KNOXVILLE AREA COMMUNITY HOSPITAL,
,HAWARDEN REGIONAL HEALTHCARE,
,EASTERN IDAHO REGIONAL MEDICAL CENTER,
,VIBRA HOSPITAL OF FORT WAYNE,
,PORTER-PORTAGE HOSPITAL CAMPUS-ER,
,MEMORIAL HSPTL LAFAYETTE CTY,
,MEMORIAL MEDICAL CENTER - ASHLAND,
,MERCY HLTH SYS CORP,
,MERCY WALWORTH HOSPITAL & MEDICAL CENTER,
,MILE BLUFF MEDICAL CENTER INC,
,MILWAUKEE CTY BEHAVIORAL HLTH DIV,
,GOODLAND REGIONAL MEDICAL CENTER,
,SHERIDAN COUNTY HOSPITAL,
,HOLY FAMILY HOSPITAL AND MEDICAL CENTER,
,MCLEAN SOUTHEAST,
,CHAMBERS MEMORIAL HOSPITAL,
,CHICOT MEMORIAL MEDICAL CENTER,
,FORREST CITY MEDICAL CENTER,
,DREW MEMORIAL HOSPITAL,
,THE SURGICAL HOSPITAL OF JONESBORO,
,DE WITT HOSPITAL & NURSING HOME,
,HODGEMAN COUNTY HEALTH CENTER,
,BAPTIST HEALTH MEDICAL CENTER - FORT SMITH,
,MEDICAL CENTER OF SOUTH ARKANSAS,
,MCGEHEE-DESHA COUNTY HOSPITAL,
,CONWAY REGIONAL MEDICAL CENTER,
,CONWAY REGIONAL REHABILITATION HOSPITAL,
,LAWRENCE MEMORIAL HOSPITAL,
,MAGNOLIA HOSPITAL,
,ST. VINCENT MEDICAL CENTER - NORTH,
,ST. VINCENT REHABILITATION HOSPITAL,
,ARKANSAS HEART HOSPITAL,
,THE BRIDGEWAY,
,NORTHWEST MEDICAL CENTER,
,CUMBERLAND COUNTY HOSPITAL,
,NORTH METRO MEDICAL CENTER,
,ARKANSAS DEPARTMENT OF CORRECTION - OUACHITA RIVER UNIT INPATIENT CARE FACILITY,
,PINNACLE POINTE BEHAVIORAL HEALTHCARE SYSTEM,
,MEMORIAL HOSPITAL INC,
,THE MEDICAL CENTER AT SCOTTSVILLE,
,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,
,PARKER ADVENTIST HOSPITAL,
,HEALTHSOUTH REHABILITATION HOSPITAL OF JONESBORO,
,REGENCY HOSPITAL OF SPRINGDALE,
,MCDOWELL ARH HOSPITAL,
,ARH OUR LADY OF THE WAY,
,THE MEDICAL CENTER AT CAVERNA,
,WHITTIER PAVILION,
,VIBRA HOSPITAL OF WESTERN MASSACHUSETTS,
,UNIVERITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,
,EASTERN SHORE HOSPITAL CENTER,
,UNIVERSITY OF MARYLAND HARFORD MEMORIAL HOSPITAL,
,ADVENTIST HEALTHCARE BEHAVIORAL HEALTH & WELLNESS,
,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,
,DOROTHEA DIX PSYCHIATRIC CENTER,
,KIDSPEACE NATIONAL CENTERS OF NEW ENGLAND,
,PENOBSCOT BAY MEDICAL CENTER,
,HAYES GREEN BEACH MEMORIAL HOSPITAL,
,MCKENZIE MEMORIAL HOSPITAL,
,MARLETTE REGIONAL HOSPITAL,
,KALKASKA MEMORIAL HEALTH CENTER,
,SCHOOLCRAFT MEMORIAL HOSPITAL,
,SPARROW IONIA HOSPITAL,
,PROMEDICA MONROE REGIONAL HOSPITAL,
,SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS,
,MCLAREN ORTHOPEDIC HOSPITAL,
,PROMEDICA HERRICK HOSPITAL,
,HENRY FORD MACOMB HOSPITAL-MT CLEMENS CAMPUS,
,EATON RAPIDS MEDICAL CENTER,
,MIDMICHIGAN MEDICAL CENTER-GRATIOT,
,MERCY HEALTH MUSKEGON SHERMAN BLVD,
,LAKE HURON MEDICAL CENTER,
,ST VINCENT HEALTH CARE,
,BEAUMONT HOSPITAL TRENTON,
,GARDEN CITY HOSPITAL,
,MUNSON HEALTHCARE CADILLAC,
,ASPIRUS IRONWOOD HOSPITAL,
,MUNSON HEALTHCARE CHARLEVOIX HOSPITAL,
,SCHOOLCRAFT MEMORIAL HOSPITAL,
,SPECTRUM HEALTH BLODGETT CAMPUS,
,ST MARY MERCY HOSPITAL,
,HENRY FORD MEDICAL CENTER COTTAGE,
,VIBRA OF SOUTHEASTERN MICHIGAN,
,REHABILITATION INSTITUTE OF MICHIGAN,
,ROGERS CITY REHABILITATION HOSPITAL,
,SOUTHEAST MICHIGAN SURGICAL HOSPITAL,
,APPLETON MUNICIPAL HOSPITAL,
